double,Eligibility_last_decision,Eligibility_note,Double_coder,Title,unique_ID,moderators_checked,long_cite,short_cite,doi/url ,year,source,publication_type,coder,peer_reviewed,country_data_collected_from,research_design ,expt_num,if_exp_num_not_1_same_subject,feedback_type,delay_definition ,feedback_delay_difference,delay_i(seconds/item),delay_d(seconds/item),retention_interval_difference_last_feedback_posttest_immediate_vs_delayed,delayed_feedback_given_in,training_duration_sec,nb_question/item_in_training,feedback_delay_difference_converted_to_time(sec),educational_level,learning_domain,task_level,task_leve_in_vanderkleij,experimental_vs_curriculum_based_task,prior_knowledge,arbitrary_learning,participants_have_prior_knowledge_on_task,study_setting,memory_type,mean_age,sd_age,min_age,max_age,gender,answer_type_in_training,learning_material_type_in_training,participant_design,study_structure,conditions_order,assignment_participants,interval_btw_last_feedback_and_posttest_controlled,measure_of_outcome,memory_retrieval_vs_knowledge_application,posttest_category,type_posttest,item_posttest,feedback_provider,system_adaptivity,data_link ,preregistered,n_excluded,nb_measurement_points,time_limit_for_answer,time_limit_for_answer_not_indicated_explicitly,extra_group_exist,n_posttest_in_exp,posttest_number,retention_interwal(day)_i,retention_interwal(day)_d,feedback_provided_i,feedback_provided_d,nb_times_feedback_provided_i,nb_times_feedback_provided_d,feedback_remind_answer_i,feedback_remind_answer_d,webplotdigitizer used?,N_total,n_extra_group_if_any,n_i,n_d,mean_i,mean_d,sd_i,sd_d,se_i,se_d,lower_CI,upper_CI,t,SEM,F,cohens_f,se_f,F_sign_change,df,p,eta_square,partial_eta_square,odd_ratio,log_odd,SE_log_odd,corr,power,beta,SE_beta,SD_beta,n_point,effect_size_original,SE_original,effect_size_by_calculator,se_by_calculator,effect_size_double_coder,se_effect_size_double_coder,effect_size_formula_to_be_used,alternative_effect_size_formula_to_be_used,decision_justification,Question/objective sufficiently described?,Study design evident and appropriate? ,Method of subject/comparison group selection or source of information/input variables described and appropriate? ,"Subject (and comparison group, if applicable) characteristics sufficiently described?","If interventional and random allocation was possible, was it described?","If interventional and blinding of investigators was possible, was it reported?","If interventional and blinding of subjects was possible, was it reported?",Outcome and (if applicable) exposure measure(s) well defined and robust to measurement/misclassification bias? Means of assessment reported?,Sample size appropriate?,Analytic methods described/justified and appropriate? ,Some estimate of variance is reported for the main results?,Controlled for confounding?,Results reported in sufficient detail?,Conclusions supported by the results?,condition
19,yes,,,Guessing can benefit memory for related word pairs even when feedback is delayed,zawadzka2023,yes,"Zawadzka, K., Zaborowska, O., Butowska, E., Piątkowski, K., & Hanczakowski, M. (2023). Guessing can benefit memory for related word pairs even when feedback is delayed. Memory & Cognition, 51(5), 1235-1248.",,10.3758/s13421-022-01385-0,2023,WoS search_first,journalArticle,EK,yes,UK,exp,1,,correct_response,item,39,1,40,312,one_go,1920,240,312,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,20.5,no_info,18,56,no_info,cued_recall,pairs(words),within,Study-Training-Posttest,NA,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,no_info,,yes,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no,no,no,60,60,60,60,0.67,0.67,0.2,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,0.18,,,within_with_mean_sd,,"for exp 1, we decided to have the effect sizes for reinstated and novel contexts seperately",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,Reinstated_posttest_context
19,yes,,,Guessing can benefit memory for related word pairs even when feedback is delayed,zawadzka2023,yes,"Zawadzka, K., Zaborowska, O., Butowska, E., Piątkowski, K., & Hanczakowski, M. (2023). Guessing can benefit memory for related word pairs even when feedback is delayed. Memory & Cognition, 51(5), 1235-1248.",,10.3758/s13421-022-01385-0,2023,WoS search_first,journalArticle,EK,yes,UK,exp,1,,correct_response,item,39,1,40,312,one_go,1920,240,312,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,20.5,no_info,18,56,no_info,cued_recall,pairs(words),within,Study-Training-Posttest,NA,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,no_info,,yes,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no,no,no,60,60,60,60,0.66,0.66,0.21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,0.18,,,within_with_mean_sd,,"for exp 1, we decided to have the effect sizes for reinstated and novel contexts seperately",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,Novel_posttest_context
19,yes,,,Guessing can benefit memory for related word pairs even when feedback is delayed,zawadzka2023,yes,"Zawadzka, K., Zaborowska, O., Butowska, E., Piątkowski, K., & Hanczakowski, M. (2023). Guessing can benefit memory for related word pairs even when feedback is delayed. Memory & Cognition, 51(5), 1235-1248.",,10.3758/s13421-022-01385-0,2023,WoS search_first,journalArticle,EK,yes,Poland,exp,2,different,correct_response,item,39,1,40,312,one_go,1920,240,312,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,20.5,no_info,18,56,no_info,cued_recall,pairs(words),within,Study-Training-Posttest,NA,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,no_info,,yes,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no,no,no,60,60,60,60,0.7,0.72,0.17,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,0.18,,,within_with_mean_sd,,"for exp 2, we decided to have the effect sizes for only for novel text contexts but not for the novel delayed feedback context since it would introduce some confounding.",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,Novel_posttest_context
23,yes,,EE,Delaying elaborated feedback within computer-based learning environments: The role of summative and question-based feedback,candel2021,yes,"Candel, C., Máñez, I., Cerdán, R., & Vidal‐Abarca, E. (2021). Delaying elaborated feedback within computer‐based learning environments: The role of summative and question‐based feedback. Journal of Computer Assisted Learning, 37(4), 1015-1029.",,10.1111/jcal.12540,2021,WoS search_first,journalArticle,EK,yes,Spain,exp,1,,mixed(verification+elaborated),item,3,1,4,425,after_a_block_of_questions,1700,12,425,secondary,STEM,lower_order,,experimental_task,not_adjusted,no,no,classroom_computer,semantic,12.72,0.67,no_info,no_info,no_info,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,short_open_answer,different_from_training,technology,no_info,,no,no_info,NA,no,,yes,1,1,1,1,independent_of_error,independent_of_error,12,3,yes,yes,no,133,43,45,45,0.28,0.34,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,0.21,-0.3965,0.2129,between_with_mean_sd,,we decided to have only the comparison btw the question-based DF and immediate feedback on both during learning and posttest performance. We decided not to include the summative delayed EF compariosn since it would introduce some confounding. ,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,posttest_performance
28,yes,,,Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately,mullet2014,yes,"Mullet, H. G., Butler, A. C., Verdin, B., von Borries, R., & Marsh, E. J. (2014). Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately. Journal of Applied Research in Memory and Cognition, 3(3), 222-229.",,10.1016/j.jarmac.2014.05.001,2014,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(correct_response+elaborated),seconds,604800,0,604800,604800,one_go,no_info,12,604800,tertiary,STEM,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,2,4,yes,yes,no,1,1,no_info,no_info,independent_of_error,independent_of_error,10-14,10-14,no,no,yes,24,,12,12,0.84,0.92,,,,,,,-2.16,,,,,,,,,,,,,,,,,,,-0.75,,-0.45,0.43,,,independent_sample_t_test,between_with_original_d_and_sample,"here, we decided to use directly the cohens d reported in the study and use the sample sizes to calculate the se",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,
28,yes,,,Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately,mullet2014,yes,"Mullet, H. G., Butler, A. C., Verdin, B., von Borries, R., & Marsh, E. J. (2014). Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately. Journal of Applied Research in Memory and Cognition, 3(3), 222-229.",,10.1016/j.jarmac.2014.05.001,2014,WoS search_first,journalArticle,EK,yes,US,exp,2,different,mixed(correct_response+elaborated),seconds,604800,0,604800,604800,one_go,no_info,12,604800,tertiary,STEM,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,within,Training-Posttest,counterbalanced,randomly,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,13,3,yes,yes,no,1,1,no_info,no_info,independent_of_error,independent_of_error,10-14,10-14,no,no,yes,36,,36,36,0.48,0.55,,,0.04,0.04,,,,,4.79,,,,,,0.12,,,,,,,,,,,,,-0.43,0.24,,,within_with_mean_se,,"here, we decided to use directly the cohens d reported in the study and use the sample sizes to calculate the se",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,feedbac_viewing_optional
28,yes,,,Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately,mullet2014,yes,"Mullet, H. G., Butler, A. C., Verdin, B., von Borries, R., & Marsh, E. J. (2014). Delaying feedback promotes transfer of knowledge despite student preferences to receive feedback immediately. Journal of Applied Research in Memory and Cognition, 3(3), 222-229.",,10.1016/j.jarmac.2014.05.001,2014,WoS search_first,journalArticle,EK,yes,US,exp,2,different,mixed(correct_response+elaborated),seconds,604800,0,604800,604800,one_go,no_info,12,604800,tertiary,STEM,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,web_based_learning_environment,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,within,Training-Posttest,counterbalanced,NA,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,no_info,,no,13,3,yes,yes,no,1,1,no_info,no_info,independent_of_error,independent_of_error,10-14,10-14,no,no,yes,36,,36,36,0.66,0.82,,,0.04,0.04,,,,,4.79,,,,,,0.12,,,,,,,,,,,,,-0.42,0.24,,,within_with_mean_se,,"here, we decided to use directly the cohens d reported in the study and use the sample sizes to calculate the se",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,feedbac_viewing_required
31,yes,,,Learning new words via feedback-Association between feedback-locked ERPs and recall performance-An exploratory study,albrecht2023,yes,"Albrecht, C., van de Vijver, R., & Bellebaum, C. (2023). Learning new words via feedback—Association between feedback‐locked ERPs and recall performance—An exploratory study. Psychophysiology, 60(10), e14324.",,10.1111/psyp.14324,2023,WoS search_first,journalArticle,EK,yes,Germany,exp,1,,verification,seconds,6,0.5,6.5,6,following_item,210,70,6,adult_education,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,23.4,2.6,no_info,no_info,53,association,pairs(oject+word),within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(free_recall),free_recall,identical_to_training,technology,non_adaptive,,no,2,NA,yes,,no,1,1,0,0,independent_of_error,independent_of_error,70,70,no,no,yes,30,,30,30,0.35,0.39,,,0.04,0.04,,,-1.14,,,,,,,,,,,,,,,,,,,0.21,,-0.42,0.26,,,within_with_mean_se,paired_t_test_with_t_value,"we decided to have the effects sizes for during learning, free recall and recognition tests separately",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,free_recall
31,yes,,,Learning new words via feedback-Association between feedback-locked ERPs and recall performance-An exploratory study,albrecht2023,yes,"Albrecht, C., van de Vijver, R., & Bellebaum, C. (2023). Learning new words via feedback—Association between feedback‐locked ERPs and recall performance—An exploratory study. Psychophysiology, 60(10), e14324.",,10.1111/psyp.14324,2023,WoS search_first,journalArticle,EK,yes,Germany,exp,1,,verification,seconds,6,0.5,6.5,6,following_item,210,70,6,adult_education,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,23.4,2.6,no_info,no_info,53,association,pairs(oject+word),within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recognition,recognition,identical_to_training,technology,non_adaptive,,no,2,NA,yes,,no,1,1,0,0,independent_of_error,independent_of_error,70,70,no,no,yes,30,,30,30,0.79,0.79,,,0.02,0.02,,,0.7,,,,,,,,,,,,,,,,,,,0.13,,-0.4,0.26,,,within_with_mean_se,paired_t_test_with_t_value,"we decided to have the effects sizes for during learning, free recall and recognition tests separately",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,recognition
34,yes,,LG,The effect of feedback timing on category learning and feedback processing in younger and older adults,nunn2024,yes,"Nunn, K., Creighton, R., Tilton-Bolowsky, V., Arbel, Y., & Vallila-Rohter, S. (2024). The effect of feedback timing on category learning and feedback processing in younger and older adults. Frontiers in Aging Neuroscience, 16, 1404128.",,10.3389/fnagi.2024.1404128,2024,WoS search_first,journalArticle,EK,yes,US,exp,1,,verification,seconds,5.5,0.5,6,5.5,following_item,320,80,5.5,adult_education,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,web_based_learning_environment,semantic,24.2,2.4,22,30,72.22,pairing_task,pairs(prototypes),within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),pairing_task,identical_to_training,technology,non_adaptive,,no,4,NA,yes,,no,1,1,0,0,independent_of_error,independent_of_error,80,80,no,no,no,17,,17,17,71.4,70.4,9.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,0.34,0.107,,within_with_mean_sd,,we decided to have the effect size separately for young and older adults since they are reported separately,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,younger_adult
34,yes,,LG,The effect of feedback timing on category learning and feedback processing in younger and older adults,nunn2024,yes,"Nunn, K., Creighton, R., Tilton-Bolowsky, V., Arbel, Y., & Vallila-Rohter, S. (2024). The effect of feedback timing on category learning and feedback processing in younger and older adults. Frontiers in Aging Neuroscience, 16, 1404128.",,10.3389/fnagi.2024.1404128,2024,WoS search_first,journalArticle,EK,yes,US,exp,1,,verification,seconds,5.5,0.5,6,5.5,following_item,320,80,5.5,adult_education,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,web_based_learning_environment,semantic,64.4,4.7,55,82,75,pairing_task,pairs(prototypes),within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),pairing_task,identical_to_training,technology,non_adaptive,,no,4,NA,yes,,no,1,1,0,0,independent_of_error,independent_of_error,80,80,no,no,no,17,,17,17,60.9,68.9,18.1,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,0.35,-0.5,,within_with_mean_sd,,we decided to have the effect size separately for young and older adults since they are reported separately,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,older_adult
43,yes,,,The Influence of Feedback Content and Feedback Time on Multimedia Learning Achievement of College Students and Its Mechanism,taxipulati2021,yes,"Taxipulati, S., & Lu, H. D. (2021). The influence of feedback content and feedback time on multimedia learning achievement of college students and its mechanism. Frontiers in Psychology, 12, 706821.",,10.3389/fpsyg.2021.706821,2021,WoS search_first,journalArticle,EK,yes,China,exp,1,,elaborated,item,9,1,10,540,one_go,600,10,540,tertiary,general_cognitive_skills,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,17,26,no_info,no_info,reasoning_question,between,Pretest-Sturdy-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,reasoning,different_from_training,technology,non_adaptive,,no,no_info,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,10,1,no_info,no_info,no,53,51,26,27,4.46,3.93,1.53,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.28,,,between_with_mean_sd,,we decided to have only the elaborated and corrective conditions but not the adaptive one since it might introduce confounding,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,elaborated_group
43,yes,,,The Influence of Feedback Content and Feedback Time on Multimedia Learning Achievement of College Students and Its Mechanism,taxipulati2021,yes,"Taxipulati, S., & Lu, H. D. (2021). The influence of feedback content and feedback time on multimedia learning achievement of college students and its mechanism. Frontiers in Psychology, 12, 706821.",,10.3389/fpsyg.2021.706821,2021,WoS search_first,journalArticle,EK,yes,China,exp,1,,correct_response,item,9,1,10,540,one_go,600,10,540,tertiary,general_cognitive_skills,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,17,26,no_info,no_info,reasoning_question,between,Pretest-Sturdy-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,reasoning,different_from_training,technology,non_adaptive,,no,no_info,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,10,1,no_info,no_info,no,52,51,26,26,4.54,3.69,1.48,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.28,,,between_with_mean_sd,,we decided to have only the elaborated and corrective conditions but not the adaptive one since it might introduce confounding,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,corrective_group
48,yes,,LG,Does delayed corrective feedback enhance acquisition of correct information?,iwaki2017,yes,"Iwaki, N., Nara, T., & Tanaka, S. (2017). Does delayed corrective feedback enhance acquisition of correct information?. Acta Psychologica, 181, 75-81.",,10.1016/j.actpsy.2017.10.005,2017,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,correct_response,item,59,1,60,NA,one_go,no_info,60,NA,tertiary,language_learning,lower_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,19.9,1.4,no_info,no_info,81.94,forced_choice,word,within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,no,1,1,0,0,independent_of_error,independent_of_error,60,1,yes,yes,no,36,,36,36,0.73,0.76,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.24,-0.25,,within_with_mean_se,,we decided to have cued and not cued conditions as two separate effect size between immediate and delayed,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,cued
48,yes,,LG,Does delayed corrective feedback enhance acquisition of correct information?,iwaki2017,yes,"Iwaki, N., Nara, T., & Tanaka, S. (2017). Does delayed corrective feedback enhance acquisition of correct information?. Acta Psychologica, 181, 75-81.",,10.1016/j.actpsy.2017.10.005,2017,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,correct_response,item,59,1,60,NA,one_go,no_info,60,NA,tertiary,language_learning,lower_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,19.9,1.4,no_info,no_info,81.94,forced_choice,word,within,Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,no,1,1,0,0,independent_of_error,independent_of_error,60,1,no,no,no,36,,36,36,0.72,0.7,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.24,0.111,,within_with_mean_se,,we decided to have cued and not cued conditions as two separate effect size between immediate and delayed,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,not_cued
50,yes,,,Effects of timing of formative feedback in computer-assisted learning environments,candel2020,yes,"Candel, C., Vidal‐Abarca, E., Cerdán, R., Lippmann, M., & Narciss, S. (2020). Effects of timing of formative feedback in computer‐assisted learning environments. Journal of Computer Assisted Learning, 36(5), 718-728.",,10.1111/jcal.12439,2020,WoS search_first,journalArticle,EK,yes,Spain,exp,1,,mixed(verification+try_again),item,3,1,4,675,after_a_block_of_questions,2700,12,675,tertiary,text_memory,higher_order,,experimental_task,not_adjusted,no,no,web_based_learning_environment,semantic,20.56,2.7,no_info,no_info,no_info,MCQ,MCQ,between,Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,3,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,12,3,yes,yes,no,107,35,35,37,80.95,74.76,16.24,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,0.24,,,between_with_mean_sd,,its only the posttest proportion correct,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,cued_recall_posttest
60,yes,,EE,Effects of feedback in a computer-based assessment for learning,vanderkleij2012,yes,"Van der Kleij, F. M., Eggen, T. J., Timmers, C. F., & Veldkamp, B. P. (2012). Effects of feedback in a computer-based assessment for learning. Computers & Education, 58(1), 263-272.",,10.1016/j.compedu.2011.07.020,2012,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,mixed(correct_response+elaborated),item,29,1,30,NA,one_go,no_info,30,NA,tertiary,social_science,higher_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,20.3,2.45,17,27,18.42,MCQ,MCQ,between,Pretest-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,MCQ,no_info,technology,non_adaptive,,no,2,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,30,1,no_info,no_info,no,150,51,52,47,0.63,0.66,0.22,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.2,-0.1393,0.2015,between_with_mean_sd,,"only the comparison between knowledge of correct response (KCR) þ elaborated feedback (EF) and delayed KCR þ EF is taken since the other condition might introduce confounding
and this is collected from both during the learning task and on an summative assesment",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,posttest
62,yes,,,The Impact of Prompts and Feedback on the Performance during Multi-Session Self-Regulated Learning in the Hypermedia Environment,wang2023,yes,"Wang, Y., Zhang, H., Wang, J., & Ma, X. (2023). The Impact of Prompts and Feedback on the Performance during Multi-Session Self-Regulated Learning in the Hypermedia Environment. Journal of Intelligence, 11(7), 131.",,10.3390/jintelligence11070131,2023,WoS search_first,journalArticle,EK,yes,China,exp,2,different,elaborated,seconds,86400,0,86400,86400,one_go,4200,no_info,86400,secondary,reading_comprehension,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,open_ended_questions,open_ended_questions,between,Study-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,mixed,mixed,different_from_training,technology,non_adaptive,,no,14,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,46,15,16,15,4.59,5.53,0.88,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.39,,,between_with_mean_sd,,"only the effects size for the main effect of feedback condition (immediate vs delayed) is recorded since this is the main and only effect size we are interested with others out of interest
we then decided to group them by promted and no promt groups",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,promted
62,yes,,,The Impact of Prompts and Feedback on the Performance during Multi-Session Self-Regulated Learning in the Hypermedia Environment,wang2023,yes,"Wang, Y., Zhang, H., Wang, J., & Ma, X. (2023). The Impact of Prompts and Feedback on the Performance during Multi-Session Self-Regulated Learning in the Hypermedia Environment. Journal of Intelligence, 11(7), 131.",,10.3390/jintelligence11070131,2023,WoS search_first,journalArticle,EK,yes,China,exp,2,different,elaborated,seconds,86400,0,86400,86400,one_go,4200,no_info,86400,secondary,reading_comprehension,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,open_ended_questions,open_ended_questions,between,Study-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,mixed,mixed,different_from_training,technology,non_adaptive,,no,14,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,48,16,16,16,3.25,3.81,0.77,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.36,,,between_with_mean_sd,,"only the effects size for the main effect of feedback condition (immediate vs delayed) is recorded since this is the main and only effect size we are interested with others out of interest
we then decided to group them by promted and no promt groups",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,partial,yes,yes,no_promted
70,yes,,,Delayed versus immediate feedback in children's and adults' vocabulary learning,metcalfe2009,yes,"Metcalfe, J., Kornell, N., & Finn, B. (2009). Delayed versus immediate feedback in children’s and adults’ vocabulary learning. Memory & cognition, 37(8), 1077-1087.",,10.3758/MC.37.8.1077,2009,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,seconds,86400,0,86400,0,one_go,3 days,72,86400,primary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,no,classroom_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(word+definition),within,Study-Training-Posttest,NA,NA,yes,posttest_performance,memory_retrieval,recall(cued_recall),recall,identical_to_training,technology,no_info,,no,9,NA,no,yes,yes,1,1,1,1,only_for_errors,only_for_errors,NA,NA,no,no,yes,18,18,18,18,0.17,0.29,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,-0.28,0.34,,,within_with_mean_se,,"for experiment 1, we decided to record the controlled lag and uncontrolled lag analysis separately as they were reported separately",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,controlled_lag
70,yes,,,Delayed versus immediate feedback in children's and adults' vocabulary learning,metcalfe2009,yes,"Metcalfe, J., Kornell, N., & Finn, B. (2009). Delayed versus immediate feedback in children’s and adults’ vocabulary learning. Memory & cognition, 37(8), 1077-1087.",,10.3758/MC.37.8.1077,2009,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,seconds,86400,0,86400,86400,one_go,3 days,72,86400,primary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,no,classroom_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(word+definition),within,Study-Training-Posttest,NA,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),recall,identical_to_training,technology,no_info,,no,9,NA,no,yes,yes,1,1,1,1,only_for_errors,only_for_errors,NA,NA,no,no,yes,18,18,18,18,0.15,0.38,,,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,-0.27,0.37,,,within_with_mean_se,,"for experiment 1, we decided to record the controlled lag and uncontrolled lag analysis separately as they were reported separately",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,uncontrolled_lag
70,yes,,,Delayed versus immediate feedback in children's and adults' vocabulary learning,metcalfe2009,yes,"Metcalfe, J., Kornell, N., & Finn, B. (2009). Delayed versus immediate feedback in children’s and adults’ vocabulary learning. Memory & cognition, 37(8), 1077-1087.",,10.3758/MC.37.8.1077,2009,WoS search_first,journalArticle,EK,yes,US,exp,2,different,correct_response,seconds,86400,0,86400,0,one_go,3 days,72,86400,tertiary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(word+definition),within,Study-Training-Posttest,NA,NA,yes,posttest_performance,memory_retrieval,recall(cued_recall),recall,identical_to_training,technology,no_info,,no,,NA,no,yes,yes,1,1,1,1,only_for_errors,only_for_errors,NA,NA,no,no,yes,20,20,20,20,0.24,0.24,,,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,-0.27,0.32,,,within_with_mean_se,,"for experiment 2, we decided to record the controlled lag and uncontrolled lag analysis separately as they were reported separately",yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,controlled_lag
